CODIGO	X	Y	BIO6	BIO16	disturb	SWIslope	prego	psemnat	ppovfor	dredhi
29TNF1894	518500.00310800000	4594500.00001000000	63.00000000000	497.00000000000	165.82500000000	0.00000000000	0.00000000000	80.19390000000	74.94780000000	0.00000000000
29TNF1895	518500.00310800000	4595500.00001000000	63.00000000000	496.00000000000	46.68990000000	0.00000000000	0.00000000000	56.88260000000	48.29340000000	0.00000000000
29TNF1896	518500.00310800000	4596500.00000000000	64.00000000000	493.00000000000	105.40300000000	0.00000000000	0.00000000000	26.56610000000	19.52140000000	22.95520000000
29TNF1897	518500.00310800000	4597500.00000000000	62.69230000000	498.00000000000	117.79500000000	0.00000000000	0.00000000000	6.21092000000	0.00000000000	20.79630000000
29TNF1898	518500.00310800000	4598500.00000000000	63.00000000000	497.00000000000	32.53820000000	0.00000000000	0.00000000000	4.02790000000	0.00000000000	3.65733000000
29TNF1899	518500.00310800000	4599500.00000000000	63.00000000000	499.00000000000	44.90810000000	0.00000000000	0.00000000000	5.22829000000	5.22829000000	0.70335100000
29TNF1992	519500.00310600000	4592500.00001000000	62.00000000000	492.00000000000	25.58580000000	0.00000000000	0.00000000000	11.61950000000	8.53228000000	0.94577800000
29TNF1993	519500.00310600000	4593500.00001000000	62.00000000000	494.00000000000	242.39000000000	0.00000000000	0.00000000000	8.30791000000	7.35009000000	0.14202800000
29TNF1994	519500.00310600000	4594500.00001000000	63.00000000000	494.00000000000	418.50900000000	0.00000000000	0.00000000000	52.22450000000	46.44560000000	0.00000000000
29TNF1995	519500.00310600000	4595500.00001000000	63.00000000000	493.00000000000	69.35490000000	0.00000000000	0.00000000000	15.93860000000	11.41380000000	7.19425000000
29TNF1996	519500.00310700000	4596500.00000000000	63.00000000000	495.00000000000	91.00490000000	0.00000000000	0.00000000000	2.65216000000	0.00000000000	13.29370000000
29TNF1997	519500.00310700000	4597500.00000000000	62.00000000000	498.00000000000	272.93500000000	0.00000000000	0.00000000000	8.78848000000	8.44460000000	0.03797120000
29TNF1998	519500.00310700000	4598500.00000000000	62.00000000000	504.00000000000	180.70700000000	0.00000000000	0.00000000000	17.87420000000	17.87420000000	0.25744600000
29TNF1999	519500.00310700000	4599500.00000000000	60.00000000000	513.00000000000	79.66410000000	0.00000000000	0.00000000000	27.58050000000	26.67870000000	1.26630000000
29TNF2091	520500.00310400000	4591500.00001000000	62.00000000000	494.00000000000	186.12300000000	0.00000000000	0.00000000000	21.86720000000	18.98130000000	0.72873900000
29TNF2092	520500.00310400000	4592500.00001000000	62.00000000000	492.00000000000	269.58300000000	0.00000000000	0.00000000000	5.78299000000	2.06203000000	0.01255730000
29TNF2093	520500.00310500000	4593500.00001000000	62.00000000000	495.00000000000	62.84970000000	0.00000000000	0.00000000000	2.18737000000	2.18737000000	0.00000000000
29TNF2094	520500.00310500000	4594500.00001000000	62.00000000000	495.00000000000	324.72400000000	0.00000000000	0.00000000000	33.80230000000	33.38690000000	0.13620000000
29TNF2095	520500.00310500000	4595500.00001000000	63.00000000000	496.00000000000	113.90900000000	0.00000000000	0.00000000000	28.64270000000	23.43960000000	17.54340000000
29TNF2096	520500.00310500000	4596500.00000000000	63.00000000000	497.00000000000	86.91460000000	0.00000000000	0.00000000000	22.43840000000	21.04120000000	1.84599000000
29TNF2097	520500.00310500000	4597500.00000000000	61.00000000000	504.00000000000	109.81900000000	0.00000000000	0.00000000000	39.09260000000	36.98570000000	0.50870600000
29TNF2098	520500.00310500000	4598500.00000000000	60.00000000000	511.00000000000	186.60100000000	0.43397300000	8.08840000000	44.02700000000	31.93640000000	0.38305700000
29TNF2099	520500.00310500000	4599500.00000000000	57.00000000000	528.00000000000	307.72300000000	1.41465000000	68.71840000000	85.97160000000	66.28840000000	0.81717400000
29TNF2192	521500.00310300000	4592500.00001000000	61.00000000000	496.00000000000	228.59000000000	0.00000000000	0.00000000000	21.46230000000	18.56160000000	0.16335400000
29TNF2193	521500.00310300000	4593500.00001000000	61.00000000000	496.00000000000	277.64900000000	0.00000000000	0.00000000000	15.99060000000	14.57060000000	0.00000000000
29TNF2194	521500.00310300000	4594500.00001000000	62.00000000000	496.00000000000	87.51240000000	0.00000000000	0.00000000000	0.00000000000	0.00000000000	0.40738400000
29TNF2195	521500.00310300000	4595500.00001000000	62.00000000000	496.00000000000	208.17200000000	0.00000000000	0.00000000000	33.94210000000	33.31830000000	0.76215700000
29TNF2196	521500.00310300000	4596500.00000000000	62.00000000000	497.00000000000	102.44300000000	0.09803910000	0.00000000000	19.66690000000	19.66690000000	13.56670000000
29TNF2197	521500.00310300000	4597500.00000000000	60.00000000000	505.00000000000	228.03700000000	0.00000000000	0.00000000000	62.46720000000	53.98730000000	0.97213300000
29TNF2198	521500.00310300000	4598500.00000000000	60.00000000000	508.00000000000	38.62370000000	0.09803910000	7.29411000000	13.95410000000	12.42560000000	0.85354200000
29TNF2199	521500.00310400000	4599500.00000000000	58.00000000000	519.00000000000	96.58020000000	1.08642000000	58.73890000000	49.32120000000	45.47840000000	1.35661000000
29TNF2291	522500.00310100000	4591500.00001000000	60.00000000000	497.00000000000	342.63600000000	0.00000000000	0.00000000000	81.30490000000	67.97380000000	0.25233400000
29TNF2292	522500.00310100000	4592500.00001000000	61.00000000000	495.00000000000	223.48300000000	0.00000000000	0.00000000000	48.32830000000	36.09240000000	0.97203500000
29TNF2293	522500.00310100000	4593500.00001000000	62.00000000000	489.00000000000	191.99200000000	0.00000000000	0.00000000000	26.26870000000	21.88880000000	1.14644000000
29TNF2294	522500.00310100000	4594500.00001000000	62.00000000000	491.00000000000	224.53500000000	0.00000000000	0.00000000000	14.97220000000	14.82680000000	1.38998000000
29TNF2295	522500.00310200000	4595500.00001000000	62.00000000000	491.00000000000	345.94900000000	0.00000000000	0.00000000000	9.48045000000	9.48045000000	12.80910000000
29TNF2296	522500.00310200000	4596500.00000000000	61.00000000000	500.00000000000	128.23800000000	0.00000000000	0.00000000000	16.63290000000	16.63290000000	2.09313000000
29TNF2297	522500.00310200000	4597500.00000000000	61.00000000000	503.00000000000	218.14500000000	0.00000000000	0.00000000000	67.85850000000	61.13750000000	0.48196200000
29TNF2298	522500.00310200000	4598500.00000000000	61.00000000000	502.00000000000	161.49600000000	0.13474200000	13.75400000000	42.80610000000	41.89480000000	0.67945800000
29TNF2299	522500.00310200000	4599500.00000000000	60.00000000000	509.00000000000	147.74500000000	0.43967000000	44.31090000000	46.26940000000	46.26940000000	0.97192300000
